Navn;Stasjon;Tid(norsk normaltid);Nedbør (1 t);Lufttemperatur;Middelvind;Snødybde;Relativ luftfuktighet
Oslo - Blindern;SN18700;01.01.2024 01:00;0,3;-3,9;7,2;26,11;85
Oslo - Blindern;SN18700;01.01.2024 02:00;0,4;-3,9;7,5;26,26;85
Oslo - Blindern;SN18700;01.01.2024 03:00;0,4;-4,1;6,7;26,55;86
Oslo - Blindern;SN18700;01.01.2024 04:00;0,4;-4,4;8,4;28,27;86
Oslo - Blindern;SN18700;01.01.2024 05:00;0,4;-4,6;9,1;28,72;83
Oslo - Blindern;SN18700;01.01.2024 06:00;0,5;-4,9;9,4;28,57;85
Oslo - Blindern;SN18700;01.01.2024 07:00;0,6;-4,9;8;29,79;83
Oslo - Blindern;SN18700;01.01.2024 08:00;0,3;-5,2;7,6;30,26;85
Oslo - Blindern;SN18700;01.01.2024 09:00;0,8;-5,3;8,5;31;86
Oslo - Blindern;SN18700;01.01.2024 10:00;0,5;-5,4;7,7;31,76;84
Oslo - Blindern;SN18700;01.01.2024 11:00;0,4;-5,6;7,2;32,78;85
Oslo - Blindern;SN18700;01.01.2024 12:00;0,5;-5,6;7,2;32,77;86
Oslo - Blindern;SN18700;01.01.2024 13:00;0,5;-5,4;6,3;34,05;85
Oslo - Blindern;SN18700;01.01.2024 14:00;0,4;-5,2;5,5;34,71;85
Oslo - Blindern;SN18700;01.01.2024 15:00;0,1;-4,9;6;34,96;85
Oslo - Blindern;SN18700;01.01.2024 16:00;0,3;-4,8;6,7;35,16;83
Oslo - Blindern;SN18700;01.01.2024 17:00;0,3;-4,8;6,6;35,54;83
Oslo - Blindern;SN18700;01.01.2024 18:00;0,3;-4,7;5;35,79;81
Oslo - Blindern;SN18700;01.01.2024 19:00;0,3;-4,8;5,4;35,98;83
Oslo - Blindern;SN18700;01.01.2024 20:00;0,4;-4,9;5,5;36,42;85
Oslo - Blindern;SN18700;01.01.2024 21:00;0,4;-4,9;6,7;36,75;84
Oslo - Blindern;SN18700;01.01.2024 22:00;0,4;-4,9;5,7;37,51;83
Oslo - Blindern;SN18700;01.01.2024 23:00;0,1;-4,8;5,7;37,35;79
Oslo - Blindern;SN18700;02.01.2024 00:00;0,1;-5;6,8;37,06;79
Oslo - Blindern;SN18700;02.01.2024 01:00;0;-5,2;4,7;36,89;78
Oslo - Blindern;SN18700;02.01.2024 02:00;0;-5,4;6,6;36,85;77
Oslo - Blindern;SN18700;02.01.2024 03:00;0,1;-5,5;6,3;36,74;76
Oslo - Blindern;SN18700;02.01.2024 04:00;0;-5,8;6,5;36,65;77
Oslo - Blindern;SN18700;02.01.2024 05:00;0;-6,2;5;36,43;77
Oslo - Blindern;SN18700;02.01.2024 06:00;0,2;-6,5;5,4;36,23;78
Oslo - Blindern;SN18700;02.01.2024 07:00;0;-6,7;6,8;36,06;77
Oslo - Blindern;SN18700;02.01.2024 08:00;0;-6,9;5,5;36;78
Oslo - Blindern;SN18700;02.01.2024 09:00;0,1;-7,1;5,7;36,01;78
Oslo - Blindern;SN18700;02.01.2024 10:00;0,1;-7,5;6,3;36,01;79
Oslo - Blindern;SN18700;02.01.2024 11:00;0,2;-7,8;6,3;36,23;78
Oslo - Blindern;SN18700;02.01.2024 12:00;0,3;-8,2;7,2;36,24;75
Oslo - Blindern;SN18700;02.01.2024 13:00;0,3;-8,3;6;36,01;75
Oslo - Blindern;SN18700;02.01.2024 14:00;0;-8,3;6,3;36,04;75
Oslo - Blindern;SN18700;02.01.2024 15:00;0,1;-8,4;6,4;35,93;76
Oslo - Blindern;SN18700;02.01.2024 16:00;0;-8,3;7;36,03;76
Oslo - Blindern;SN18700;02.01.2024 17:00;0,1;-8,3;5,3;35,93;77
Oslo - Blindern;SN18700;02.01.2024 18:00;0,1;-8,3;6,1;35,69;77
Oslo - Blindern;SN18700;02.01.2024 19:00;0,1;-8,4;5,7;35,77;77
Oslo - Blindern;SN18700;02.01.2024 20:00;0,1;-8,2;5,6;35,75;74
Oslo - Blindern;SN18700;02.01.2024 21:00;0;-8,2;7,1;35,75;73
Oslo - Blindern;SN18700;02.01.2024 22:00;0;-8;7,3;35,81;74
Oslo - Blindern;SN18700;02.01.2024 23:00;0;-7,8;7,2;36;72
Oslo - Blindern;SN18700;03.01.2024 00:00;0,1;-7,7;7,7;35,88;72
Oslo - Blindern;SN18700;03.01.2024 01:00;0,1;-7,7;7;35,6;71
Oslo - Blindern;SN18700;03.01.2024 02:00;0;-8;7,2;35,81;73
Oslo - Blindern;SN18700;03.01.2024 03:00;0;-8,2;7;35,96;73
Oslo - Blindern;SN18700;03.01.2024 04:00;0;-8,4;5,7;36,24;76
Oslo - Blindern;SN18700;03.01.2024 05:00;0,1;-8,3;5,5;36,2;73
Oslo - Blindern;SN18700;03.01.2024 06:00;0,2;-8,4;6,1;35,96;74
Oslo - Blindern;SN18700;03.01.2024 07:00;0,1;-8,5;5,6;36,01;75
Oslo - Blindern;SN18700;03.01.2024 08:00;0,1;-8,6;5,1;35,78;73
Oslo - Blindern;SN18700;03.01.2024 09:00;0,1;-8,7;5,5;35,7;72
Oslo - Blindern;SN18700;03.01.2024 10:00;0,1;-8,8;4,6;35,54;75
Oslo - Blindern;SN18700;03.01.2024 11:00;0;-8,7;5,1;35,5;73
Oslo - Blindern;SN18700;03.01.2024 12:00;0,1;-8,7;5,4;35,46;75
Oslo - Blindern;SN18700;03.01.2024 13:00;0;-8,6;5,9;35,36;74
Oslo - Blindern;SN18700;03.01.2024 14:00;0,1;-8,5;4,8;35,2;71
Oslo - Blindern;SN18700;03.01.2024 15:00;0;-8,5;4;35,06;70
Oslo - Blindern;SN18700;03.01.2024 16:00;0;-8,5;5,4;34,95;69
Oslo - Blindern;SN18700;03.01.2024 17:00;0;-8,6;4,4;34,82;69
Oslo - Blindern;SN18700;03.01.2024 18:00;0;-8,5;4,6;34,62;68
Oslo - Blindern;SN18700;03.01.2024 19:00;0;-8,6;5,9;34,51;67
Oslo - Blindern;SN18700;03.01.2024 20:00;0;-8,7;4,9;34,56;68
Oslo - Blindern;SN18700;03.01.2024 21:00;0;-8,8;5;34,42;72
Oslo - Blindern;SN18700;03.01.2024 22:00;0,1;-8,8;4,1;34,32;72
Oslo - Blindern;SN18700;03.01.2024 23:00;0;-8,9;5,1;34,3;71
Oslo - Blindern;SN18700;04.01.2024 00:00;0,1;-9;4,8;34,22;73
Oslo - Blindern;SN18700;04.01.2024 01:00;0,1;-9;5;34,04;71
Oslo - Blindern;SN18700;04.01.2024 02:00;0;-8,8;5,6;33,98;68
Oslo - Blindern;SN18700;04.01.2024 03:00;0;-8,8;4,6;33,93;70
Oslo - Blindern;SN18700;04.01.2024 04:00;0,1;-8,9;5,1;33,86;71
Oslo - Blindern;SN18700;04.01.2024 05:00;0;-9;5;33,84;70
Oslo - Blindern;SN18700;04.01.2024 06:00;0;-8,8;5,2;33,75;66
Oslo - Blindern;SN18700;04.01.2024 07:00;0;-9,1;5,5;33,59;66
Oslo - Blindern;SN18700;04.01.2024 08:00;0;-9,3;5,2;33,42;65
Oslo - Blindern;SN18700;04.01.2024 09:00;0;-9,5;5,8;33,52;67
Oslo - Blindern;SN18700;04.01.2024 10:00;0;-9,5;4,8;33,4;65
Oslo - Blindern;SN18700;04.01.2024 11:00;0;-9,3;3,2;33,39;65
Oslo - Blindern;SN18700;04.01.2024 12:00;0;-9,8;3,8;33,21;63
Oslo - Blindern;SN18700;04.01.2024 13:00;0;-9,7;5,3;33,13;63
Oslo - Blindern;SN18700;04.01.2024 14:00;0;-10;3,4;33,06;65
Oslo - Blindern;SN18700;04.01.2024 15:00;0;-10,7;3,3;33,08;68
Oslo - Blindern;SN18700;04.01.2024 16:00;0;-11,4;5,2;32,97;70
Oslo - Blindern;SN18700;04.01.2024 17:00;0;-12,1;6;32,85;69
Oslo - Blindern;SN18700;04.01.2024 18:00;0;-12,4;5,6;32,86;69
Oslo - Blindern;SN18700;04.01.2024 19:00;0;-12,4;5,1;32,71;69
Oslo - Blindern;SN18700;04.01.2024 20:00;0;-12,7;4,3;32,68;70
Oslo - Blindern;SN18700;04.01.2024 21:00;0;-12,5;5,1;32,62;71
Oslo - Blindern;SN18700;04.01.2024 22:00;0;-12,1;4,6;32,53;70
Oslo - Blindern;SN18700;04.01.2024 23:00;0;-12;3,8;32,52;71
Oslo - Blindern;SN18700;05.01.2024 00:00;0;-12,6;4,3;32,39;71
Oslo - Blindern;SN18700;05.01.2024 01:00;0;-12,8;4,5;32,43;72
Oslo - Blindern;SN18700;05.01.2024 02:00;0;-13,3;4,3;32,33;71
Oslo - Blindern;SN18700;05.01.2024 03:00;0;-13,2;4,5;32,25;71
Oslo - Blindern;SN18700;05.01.2024 04:00;0;-14,5;2,3;32,15;72
Oslo - Blindern;SN18700;05.01.2024 05:00;0;-14,9;2,4;32,12;74
Oslo - Blindern;SN18700;05.01.2024 06:00;0;-14,8;2,2;32,05;72
Oslo - Blindern;SN18700;05.01.2024 07:00;0;-17;0,8;31,99;81
Oslo - Blindern;SN18700;05.01.2024 08:00;0;-17,5;0,6;31,97;80
Oslo - Blindern;SN18700;05.01.2024 09:00;0;-17,3;1,4;31,89;82
Oslo - Blindern;SN18700;05.01.2024 10:00;0;-17,7;0,1;31,89;83
Oslo - Blindern;SN18700;05.01.2024 11:00;0;-16,2;0,2;31,84;78
Oslo - Blindern;SN18700;05.01.2024 12:00;0;-14,8;0,6;31,79;76
Oslo - Blindern;SN18700;05.01.2024 13:00;0;-13,5;0,6;31,78;73
Oslo - Blindern;SN18700;05.01.2024 14:00;0;-14,3;0,9;31,75;73
Oslo - Blindern;SN18700;05.01.2024 15:00;0;-15,4;0,6;31,7;76
Oslo - Blindern;SN18700;05.01.2024 16:00;0;-16,4;2,2;31,69;80
Oslo - Blindern;SN18700;05.01.2024 17:00;0;-17,3;2,5;31,67;77
Oslo - Blindern;SN18700;05.01.2024 18:00;0;-18,1;1,7;31,63;78
Oslo - Blindern;SN18700;05.01.2024 19:00;0;-18,9;1,3;31,56;80
Oslo - Blindern;SN18700;05.01.2024 20:00;0;-19,7;2;31,58;80
Oslo - Blindern;SN18700;05.01.2024 21:00;0;-20,1;2,5;31,52;79
Oslo - Blindern;SN18700;05.01.2024 22:00;0;-20,7;1,9;31,53;79
Oslo - Blindern;SN18700;05.01.2024 23:00;0;-21;2,3;31,5;79
Oslo - Blindern;SN18700;06.01.2024 00:00;0;-21;2,6;31,49;77
Oslo - Blindern;SN18700;06.01.2024 01:00;0;-21,5;1,2;31,44;79
Oslo - Blindern;SN18700;06.01.2024 02:00;0;-21,6;1,7;31,46;78
Oslo - Blindern;SN18700;06.01.2024 03:00;0;-22,3;1;31,41;78
Oslo - Blindern;SN18700;06.01.2024 04:00;0;-21,6;2,5;31,36;79
Oslo - Blindern;SN18700;06.01.2024 05:00;0;-22,5;1,6;31,33;78
Oslo - Blindern;SN18700;06.01.2024 06:00;0;-22,9;1,2;31,3;77
Oslo - Blindern;SN18700;06.01.2024 07:00;0;-21,6;2,3;31,33;78
Oslo - Blindern;SN18700;06.01.2024 08:00;0;-21,9;1;31,28;76
Oslo - Blindern;SN18700;06.01.2024 09:00;0;-21,2;0,5;31,23;80
Oslo - Blindern;SN18700;06.01.2024 10:00;0;-20,3;1;31,16;80
Oslo - Blindern;SN18700;06.01.2024 11:00;0;-18,5;1,1;31,25;77
Oslo - Blindern;SN18700;06.01.2024 12:00;0;-15,9;0,1;31,15;75
Oslo - Blindern;SN18700;06.01.2024 13:00;0;-16,7;0,9;31,1;75
Oslo - Blindern;SN18700;06.01.2024 14:00;0;-16,6;0,1;31,06;79
Oslo - Blindern;SN18700;06.01.2024 15:00;0;-16,5;0,3;31,06;79
Oslo - Blindern;SN18700;06.01.2024 16:00;0;-16,7;1;31,06;82
Oslo - Blindern;SN18700;06.01.2024 17:00;0;-16,3;0,9;31,02;83
Oslo - Blindern;SN18700;06.01.2024 18:00;0;-16,7;0,9;31;84
Oslo - Blindern;SN18700;06.01.2024 19:00;0;-16,2;1,4;30,99;84
Oslo - Blindern;SN18700;06.01.2024 20:00;0;-17;1,4;30,97;84
Oslo - Blindern;SN18700;06.01.2024 21:00;0;-16,8;0;30,92;85
Oslo - Blindern;SN18700;06.01.2024 22:00;0;-16,3;1,1;30,93;85
Oslo - Blindern;SN18700;06.01.2024 23:00;0;-17,1;0,8;30,87;86
Oslo - Blindern;SN18700;07.01.2024 00:00;0;-16,5;1,7;30,88;84
Oslo - Blindern;SN18700;07.01.2024 01:00;0;-17,3;0,1;30,82;85
Oslo - Blindern;SN18700;07.01.2024 02:00;0;-17,3;0,2;30,84;85
Oslo - Blindern;SN18700;07.01.2024 03:00;0;-17,7;0,6;30,78;84
Oslo - Blindern;SN18700;07.01.2024 04:00;0;-17,8;0,7;30,78;85
Oslo - Blindern;SN18700;07.01.2024 05:00;0;-17,1;1,8;30,72;82
Oslo - Blindern;SN18700;07.01.2024 06:00;0;-17,4;1,9;30,71;83
Oslo - Blindern;SN18700;07.01.2024 07:00;0;-17,4;1,6;30,7;85
Oslo - Blindern;SN18700;07.01.2024 08:00;0;-18;1,2;30,67;83
Oslo - Blindern;SN18700;07.01.2024 09:00;0;-18,1;0,3;30,65;85
Oslo - Blindern;SN18700;07.01.2024 10:00;0;-17,2;1;30,68;85
Oslo - Blindern;SN18700;07.01.2024 11:00;0;-16,1;2,3;30,67;85
Oslo - Blindern;SN18700;07.01.2024 12:00;0;-14,8;2,2;30,59;83
Oslo - Blindern;SN18700;07.01.2024 13:00;0;-13,5;0,3;30,56;79
Oslo - Blindern;SN18700;07.01.2024 14:00;0;-13,7;0,9;30,57;81
Oslo - Blindern;SN18700;07.01.2024 15:00;0;-14,1;1;30,58;83
Oslo - Blindern;SN18700;07.01.2024 16:00;0;-15,2;1,2;30,52;83
Oslo - Blindern;SN18700;07.01.2024 17:00;0;-16,2;2,2;30,54;83
Oslo - Blindern;SN18700;07.01.2024 18:00;0;-16,9;1,3;30,51;82
Oslo - Blindern;SN18700;07.01.2024 19:00;0;-16,9;0,9;30,44;83
Oslo - Blindern;SN18700;07.01.2024 20:00;0;-17,1;1,4;30,44;82
Oslo - Blindern;SN18700;07.01.2024 21:00;0;-17,3;1,4;30,47;81
Oslo - Blindern;SN18700;07.01.2024 22:00;0;-17,6;1,6;30,41;82
Oslo - Blindern;SN18700;07.01.2024 23:00;0;-18,6;0,5;30,41;82
Oslo - Blindern;SN18700;08.01.2024 00:00;0;-18,2;1;30,36;82
Oslo - Blindern;SN18700;08.01.2024 01:00;0;-17,4;3;30,41;82
Oslo - Blindern;SN18700;08.01.2024 02:00;0;-18,9;1;30,39;82
Oslo - Blindern;SN18700;08.01.2024 03:00;0;-18,2;1,2;30,31;84
Oslo - Blindern;SN18700;08.01.2024 04:00;0;-18,8;1,1;30,34;82
Oslo - Blindern;SN18700;08.01.2024 05:00;0;-18,8;0,9;30,31;81
Oslo - Blindern;SN18700;08.01.2024 06:00;0;-18,6;0,8;30,35;82
Oslo - Blindern;SN18700;08.01.2024 07:00;0;-17,5;1,3;30,31;82
Oslo - Blindern;SN18700;08.01.2024 08:00;0;-17,7;0,6;30,31;82
Oslo - Blindern;SN18700;08.01.2024 09:00;0;-17,4;0,8;30,31;84
Oslo - Blindern;SN18700;08.01.2024 10:00;0;-16,9;0,3;30,26;82
Oslo - Blindern;SN18700;08.01.2024 11:00;0;-14,7;0,9;30,22;80
Oslo - Blindern;SN18700;08.01.2024 12:00;0;-13;0,4;30,21;76
Oslo - Blindern;SN18700;08.01.2024 13:00;0;-12,2;0,3;30,28;74
Oslo - Blindern;SN18700;08.01.2024 14:00;0;-11,8;0,9;30,1;73
Oslo - Blindern;SN18700;08.01.2024 15:00;0;-11,4;0,5;30,14;73
Oslo - Blindern;SN18700;08.01.2024 16:00;0;-11,7;1;30,15;76
Oslo - Blindern;SN18700;08.01.2024 17:00;0;-12;0,6;30,19;81
Oslo - Blindern;SN18700;08.01.2024 18:00;0;-12,7;0,9;30,12;84
Oslo - Blindern;SN18700;08.01.2024 19:00;0;-13,3;0,4;30,13;84
Oslo - Blindern;SN18700;08.01.2024 20:00;0;-12,9;1;30,11;84
Oslo - Blindern;SN18700;08.01.2024 21:00;0;-13,3;0,9;30,08;84
Oslo - Blindern;SN18700;08.01.2024 22:00;0;-13,3;0,6;30,03;85
Oslo - Blindern;SN18700;08.01.2024 23:00;0;-13;1;30,03;84
Oslo - Blindern;SN18700;09.01.2024 00:00;0;-12,9;1;30,05;85
Oslo - Blindern;SN18700;09.01.2024 01:00;0;-12,7;0,7;30,05;86
Oslo - Blindern;SN18700;09.01.2024 02:00;0;-12,7;0,7;30,06;87
Oslo - Blindern;SN18700;09.01.2024 03:00;0;-12,3;1,2;29,96;85
Oslo - Blindern;SN18700;09.01.2024 04:00;0;-12,3;0,3;30,04;86
Oslo - Blindern;SN18700;09.01.2024 05:00;0;-12,8;0,5;29,92;86
Oslo - Blindern;SN18700;09.01.2024 06:00;0;-13,3;0,1;29,9;87
Oslo - Blindern;SN18700;09.01.2024 07:00;0;-13,3;0,6;29,91;87
Oslo - Blindern;SN18700;09.01.2024 08:00;0;-12,2;0,4;29,91;86
Oslo - Blindern;SN18700;09.01.2024 09:00;0;-10,8;0,8;29,92;87
Oslo - Blindern;SN18700;09.01.2024 10:00;0;-9,8;0,8;29,91;82
Oslo - Blindern;SN18700;09.01.2024 11:00;0;-8,4;0,2;29,89;79
Oslo - Blindern;SN18700;09.01.2024 12:00;0;-8;0,9;29,85;77
Oslo - Blindern;SN18700;09.01.2024 13:00;0;-7,1;1,1;29,78;76
Oslo - Blindern;SN18700;09.01.2024 14:00;0;-7;0,5;29,78;77
Oslo - Blindern;SN18700;09.01.2024 15:00;0;-6,9;0,4;29,8;78
Oslo - Blindern;SN18700;09.01.2024 16:00;0;-7,7;0,2;29,77;81
Oslo - Blindern;SN18700;09.01.2024 17:00;0;-7,3;0,8;29,76;83
Oslo - Blindern;SN18700;09.01.2024 18:00;0;-6,2;0,5;29,81;85
Oslo - Blindern;SN18700;09.01.2024 19:00;0;-5,7;0,5;29,72;86
Oslo - Blindern;SN18700;09.01.2024 20:00;0;-5,3;0,2;29,68;84
Oslo - Blindern;SN18700;09.01.2024 21:00;0;-6;0,2;29,72;86
Oslo - Blindern;SN18700;09.01.2024 22:00;0;-6,4;0,2;29,69;87
Oslo - Blindern;SN18700;09.01.2024 23:00;0;-6,5;1,2;29,63;87
Oslo - Blindern;SN18700;10.01.2024 00:00;0;-7,1;1,2;29,6;92
Oslo - Blindern;SN18700;10.01.2024 01:00;0;-7,3;0,9;29,6;94
Oslo - Blindern;SN18700;10.01.2024 02:00;0;-6,8;1,1;29,59;94
Oslo - Blindern;SN18700;10.01.2024 03:00;0;-7,8;0,8;29,54;94
Oslo - Blindern;SN18700;10.01.2024 04:00;0;-8,6;1,3;29,53;92
Oslo - Blindern;SN18700;10.01.2024 05:00;0;-8,1;0,4;29,57;95
Oslo - Blindern;SN18700;10.01.2024 06:00;0;-8,3;0,9;29,45;93
Oslo - Blindern;SN18700;10.01.2024 07:00;0;-8,2;0,8;29,51;94
Oslo - Blindern;SN18700;10.01.2024 08:00;0;-8,7;0,6;29,49;92
Oslo - Blindern;SN18700;10.01.2024 09:00;0;-8,2;0,2;29,49;93
Oslo - Blindern;SN18700;10.01.2024 10:00;0;-8,2;0,1;29,48;93
Oslo - Blindern;SN18700;10.01.2024 11:00;0;-6;0,6;29,42;93
Oslo - Blindern;SN18700;10.01.2024 12:00;0;-4,8;0,5;29,42;89
Oslo - Blindern;SN18700;10.01.2024 13:00;0;-3,5;0,6;29,4;83
Oslo - Blindern;SN18700;10.01.2024 14:00;0;-3,7;0,3;29,45;83
Oslo - Blindern;SN18700;10.01.2024 15:00;0;-3,9;0,9;29,38;84
Oslo - Blindern;SN18700;10.01.2024 16:00;0;-4,9;0,7;29,37;87
Oslo - Blindern;SN18700;10.01.2024 17:00;0;-6;0,7;29,38;90
Oslo - Blindern;SN18700;10.01.2024 18:00;0;-6,1;0,8;29,36;92
Oslo - Blindern;SN18700;10.01.2024 19:00;0;-5,6;2,1;29,32;92
Oslo - Blindern;SN18700;10.01.2024 20:00;0;-5,7;1;29,34;90
Oslo - Blindern;SN18700;10.01.2024 21:00;0;-5,1;0,4;29,38;91
Oslo - Blindern;SN18700;10.01.2024 22:00;0;-4,7;0,7;29,28;90
Oslo - Blindern;SN18700;10.01.2024 23:00;0;-4,7;0,7;29,25;91
Oslo - Blindern;SN18700;11.01.2024 00:00;0;-4,4;1,1;29,26;90
Oslo - Blindern;SN18700;11.01.2024 01:00;0;-3,9;1,3;29,22;89
Oslo - Blindern;SN18700;11.01.2024 02:00;0;-3,8;1;29,29;88
Oslo - Blindern;SN18700;11.01.2024 03:00;0;-3,1;1,5;29,23;86
Oslo - Blindern;SN18700;11.01.2024 04:00;0;-3,1;0,8;29,22;86
Oslo - Blindern;SN18700;11.01.2024 05:00;0;5,4;6,3;29,15;58
Oslo - Blindern;SN18700;11.01.2024 06:00;0;2,4;1,9;29,1;63
Oslo - Blindern;SN18700;11.01.2024 07:00;0;7,7;6,2;28,99;43
Oslo - Blindern;SN18700;11.01.2024 08:00;0;2,7;0,8;28,83;65
Oslo - Blindern;SN18700;11.01.2024 09:00;0;5,7;3,7;28,8;51
Oslo - Blindern;SN18700;11.01.2024 10:00;0;6,4;3,9;28,76;49
Oslo - Blindern;SN18700;11.01.2024 11:00;0;6;1,7;28,73;52
Oslo - Blindern;SN18700;11.01.2024 12:00;0;7,6;6;28,71;42
Oslo - Blindern;SN18700;11.01.2024 13:00;0;5,7;1,6;28,7;51
Oslo - Blindern;SN18700;11.01.2024 14:00;0;5,6;1,9;28,7;50
Oslo - Blindern;SN18700;11.01.2024 15:00;0;4,9;1,5;28,68;54
Oslo - Blindern;SN18700;11.01.2024 16:00;0;3,1;1,2;28,69;60
Oslo - Blindern;SN18700;11.01.2024 17:00;0;0,7;2,2;28,67;70
Oslo - Blindern;SN18700;11.01.2024 18:00;0;-0,1;1,2;28,68;74
Oslo - Blindern;SN18700;11.01.2024 19:00;0;-1,2;2,1;28,65;78
Oslo - Blindern;SN18700;11.01.2024 20:00;0;-1,5;2,3;28,64;80
Oslo - Blindern;SN18700;11.01.2024 21:00;0;-1,3;1,5;28,62;79
Oslo - Blindern;SN18700;11.01.2024 22:00;0;-2,4;1,7;28,61;81
Oslo - Blindern;SN18700;11.01.2024 23:00;0;-3,2;0,7;28,59;83
Oslo - Blindern;SN18700;12.01.2024 00:00;0;-3,9;0,5;28,58;84
Oslo - Blindern;SN18700;12.01.2024 01:00;0;-4,4;0,4;28,51;86
Oslo - Blindern;SN18700;12.01.2024 02:00;0;-4,5;2,2;28,52;87
Oslo - Blindern;SN18700;12.01.2024 03:00;0;-5,7;0,8;28,53;88
Oslo - Blindern;SN18700;12.01.2024 04:00;0;-6;1;28,54;91
Oslo - Blindern;SN18700;12.01.2024 05:00;0;-6,1;1,3;28,51;92
Oslo - Blindern;SN18700;12.01.2024 06:00;0;-5,7;1,9;28,5;89
Oslo - Blindern;SN18700;12.01.2024 07:00;0;-5,8;0,8;28,54;89
Oslo - Blindern;SN18700;12.01.2024 08:00;0;-5,1;0,4;28,49;90
Oslo - Blindern;SN18700;12.01.2024 09:00;0;-4,6;0,6;28,53;89
Oslo - Blindern;SN18700;12.01.2024 10:00;0;-3,8;1,2;28,52;86
Oslo - Blindern;SN18700;12.01.2024 11:00;0;-3,3;0,6;28,52;84
Oslo - Blindern;SN18700;12.01.2024 12:00;0;-2,3;0,6;28,46;79
Oslo - Blindern;SN18700;12.01.2024 13:00;0;-2,2;0,5;28,5;81
Oslo - Blindern;SN18700;12.01.2024 14:00;0;-1,7;0,7;28,49;77
Oslo - Blindern;SN18700;12.01.2024 15:00;0;-1,9;0,8;28,49;79
Oslo - Blindern;SN18700;12.01.2024 16:00;0;-2,1;2,3;28,41;81
Oslo - Blindern;SN18700;12.01.2024 17:00;0;-2,9;1,1;28,48;84
Oslo - Blindern;SN18700;12.01.2024 18:00;0;-3,7;1,6;28,49;89
Oslo - Blindern;SN18700;12.01.2024 19:00;0;-3,8;0,8;28,39;88
Oslo - Blindern;SN18700;12.01.2024 20:00;0;-4,4;1,1;28,4;93
Oslo - Blindern;SN18700;12.01.2024 21:00;0;-4,9;1,3;28,46;90
Oslo - Blindern;SN18700;12.01.2024 22:00;0;-6,2;0,9;28,4;92
Oslo - Blindern;SN18700;12.01.2024 23:00;0;-6,6;1,4;28,4;93
Oslo - Blindern;SN18700;13.01.2024 00:00;0;-6,4;1,9;28,38;94
Oslo - Blindern;SN18700;13.01.2024 01:00;0;-5,7;1,3;28,36;97
Oslo - Blindern;SN18700;13.01.2024 02:00;0;-5;0,7;28,34;97
Oslo - Blindern;SN18700;13.01.2024 03:00;0;-5,1;0,8;28,3;97
Oslo - Blindern;SN18700;13.01.2024 04:00;0;-4,8;0,9;28,29;98
Oslo - Blindern;SN18700;13.01.2024 05:00;0;-4,8;0,6;28,37;98
Oslo - Blindern;SN18700;13.01.2024 06:00;0;-4,6;1,1;28,31;98
Oslo - Blindern;SN18700;13.01.2024 07:00;0;-4,3;1,4;28,34;99
Oslo - Blindern;SN18700;13.01.2024 08:00;0;-4,4;0,7;28,3;98
Oslo - Blindern;SN18700;13.01.2024 09:00;0;-4,3;1,4;28,34;98
Oslo - Blindern;SN18700;13.01.2024 10:00;0;-4,1;1,1;28,22;98
Oslo - Blindern;SN18700;13.01.2024 11:00;0;-4,2;0,2;28,18;98
Oslo - Blindern;SN18700;13.01.2024 12:00;0,1;-3,8;0,9;28,23;98
Oslo - Blindern;SN18700;13.01.2024 13:00;0;-3,4;0,7;28,18;98
Oslo - Blindern;SN18700;13.01.2024 14:00;0;-3;1;28,18;98
Oslo - Blindern;SN18700;13.01.2024 15:00;0;-3,1;1,3;28,2;98
Oslo - Blindern;SN18700;13.01.2024 16:00;0;-3,8;0,4;28,16;98
Oslo - Blindern;SN18700;13.01.2024 17:00;0;-3,8;2;28,1;98
Oslo - Blindern;SN18700;13.01.2024 18:00;0;-4,2;1,1;28,08;98
Oslo - Blindern;SN18700;13.01.2024 19:00;0;-4;0,4;28,05;97
Oslo - Blindern;SN18700;13.01.2024 20:00;0;-3,6;0,8;28,11;96
Oslo - Blindern;SN18700;13.01.2024 21:00;0;-3,6;0,8;28,01;96
Oslo - Blindern;SN18700;13.01.2024 22:00;0;-3,7;0,4;28,02;96
Oslo - Blindern;SN18700;13.01.2024 23:00;0;-3,8;0,5;28,01;94
Oslo - Blindern;SN18700;14.01.2024 00:00;0;-3,7;2,1;28,07;92
Oslo - Blindern;SN18700;14.01.2024 01:00;0;-3,6;1,6;28,07;87
Oslo - Blindern;SN18700;14.01.2024 02:00;0;-3,9;1,3;27,98;88
Oslo - Blindern;SN18700;14.01.2024 03:00;0;-3,9;1,5;27,98;83
Oslo - Blindern;SN18700;14.01.2024 04:00;0;-3,7;1,5;28,04;84
Oslo - Blindern;SN18700;14.01.2024 05:00;0;-3,3;1,5;27,95;82
Oslo - Blindern;SN18700;14.01.2024 06:00;0;-3,7;1,7;28,04;85
Oslo - Blindern;SN18700;14.01.2024 07:00;0;-3,6;1,7;27,96;84
Oslo - Blindern;SN18700;14.01.2024 08:00;0;-3,4;0,9;27,93;86
Oslo - Blindern;SN18700;14.01.2024 09:00;0;-2,8;1,3;27,89;82
Oslo - Blindern;SN18700;14.01.2024 10:00;0;-2,6;0,3;27,96;83
Oslo - Blindern;SN18700;14.01.2024 11:00;0;-2,4;0,6;27,87;82
Oslo - Blindern;SN18700;14.01.2024 12:00;0;-1,4;0,9;27,89;79
