Navn;Stasjon;Tid(norsk normaltid);Nedbør (1 t);Lufttemperatur;Middelvind;Snødybde;Relativ luftfuktighet
Stryn - Kroken;SN58900;01.01.2024 01:00;0;3,3;2,4;28;48
Stryn - Kroken;SN58900;01.01.2024 02:00;0;3,6;3,1;28;47
Stryn - Kroken;SN58900;01.01.2024 03:00;0;3,1;4,4;29;47
Stryn - Kroken;SN58900;01.01.2024 04:00;0;2,8;4,5;29;46
Stryn - Kroken;SN58900;01.01.2024 05:00;0;2,9;4,1;29;46
Stryn - Kroken;SN58900;01.01.2024 06:00;0;2,9;4,3;28;46
Stryn - Kroken;SN58900;01.01.2024 07:00;0;3;4,3;28;45
Stryn - Kroken;SN58900;01.01.2024 08:00;0;3,3;4,1;28;43
Stryn - Kroken;SN58900;01.01.2024 09:00;0;2,9;4;27;46
Stryn - Kroken;SN58900;01.01.2024 10:00;0;2,7;3,7;26;47
Stryn - Kroken;SN58900;01.01.2024 11:00;0;2,4;3,3;27;45
Stryn - Kroken;SN58900;01.01.2024 12:00;0;2,2;4,3;26;45
Stryn - Kroken;SN58900;01.01.2024 13:00;0;2;3,2;25;45
Stryn - Kroken;SN58900;01.01.2024 14:00;0;1,6;1,8;25;46
Stryn - Kroken;SN58900;01.01.2024 15:00;0;0,9;1,4;26;48
Stryn - Kroken;SN58900;01.01.2024 16:00;0;1,8;3,1;26;44
Stryn - Kroken;SN58900;01.01.2024 17:00;0;1,1;4,3;25;44
Stryn - Kroken;SN58900;01.01.2024 18:00;0;1,1;4,3;24;43
Stryn - Kroken;SN58900;01.01.2024 19:00;0;0,4;3,7;25;45
Stryn - Kroken;SN58900;01.01.2024 20:00;0;0,2;3,3;26;44
Stryn - Kroken;SN58900;01.01.2024 21:00;0;0,4;2,4;26;45
Stryn - Kroken;SN58900;01.01.2024 22:00;0;0,8;3,5;27;45
Stryn - Kroken;SN58900;01.01.2024 23:00;0;0,9;3,1;27;46
Stryn - Kroken;SN58900;02.01.2024 00:00;0;0,7;4,4;27;46
Stryn - Kroken;SN58900;02.01.2024 01:00;0;0,6;3,4;27;46
Stryn - Kroken;SN58900;02.01.2024 02:00;0;0,4;2,5;26;44
Stryn - Kroken;SN58900;02.01.2024 03:00;0;0,6;3,4;25;43
Stryn - Kroken;SN58900;02.01.2024 04:00;0;0,6;2,9;26;43
Stryn - Kroken;SN58900;02.01.2024 05:00;0;0,4;2,8;26;44
Stryn - Kroken;SN58900;02.01.2024 06:00;0;0,2;2,6;27;44
Stryn - Kroken;SN58900;02.01.2024 07:00;0;0,3;3,2;27;43
Stryn - Kroken;SN58900;02.01.2024 08:00;0;0,4;3,1;27;44
Stryn - Kroken;SN58900;02.01.2024 09:00;0;0,1;2,9;27;44
Stryn - Kroken;SN58900;02.01.2024 10:00;0;-0,1;3,1;27;43
Stryn - Kroken;SN58900;02.01.2024 11:00;0;-0,6;3,2;27;44
Stryn - Kroken;SN58900;02.01.2024 12:00;0;-0,9;2,7;27;43
Stryn - Kroken;SN58900;02.01.2024 13:00;0;-0,4;4,8;25;40
Stryn - Kroken;SN58900;02.01.2024 14:00;0;-0,7;3,1;23;43
Stryn - Kroken;SN58900;02.01.2024 15:00;0;-1;2,3;23;43
Stryn - Kroken;SN58900;02.01.2024 16:00;0;-1,5;3;23;43
Stryn - Kroken;SN58900;02.01.2024 17:00;0;-1,6;2,8;24;42
Stryn - Kroken;SN58900;02.01.2024 18:00;0;-1,5;3,4;26;40
Stryn - Kroken;SN58900;02.01.2024 19:00;0;-1,8;3,9;25;40
Stryn - Kroken;SN58900;02.01.2024 20:00;0;-2,7;1,9;26;40
Stryn - Kroken;SN58900;02.01.2024 21:00;0;-3,2;4;26;36
Stryn - Kroken;SN58900;02.01.2024 22:00;0,1;-3,6;6,7;26;33
Stryn - Kroken;SN58900;02.01.2024 23:00;0;-3,5;3,1;25;30
Stryn - Kroken;SN58900;03.01.2024 00:00;0;-4,2;4,6;25;31
Stryn - Kroken;SN58900;03.01.2024 01:00;0;-4,2;5;25;28
Stryn - Kroken;SN58900;03.01.2024 02:00;0;-3,7;5,4;25;27
Stryn - Kroken;SN58900;03.01.2024 03:00;0;-3,8;4,1;25;27
Stryn - Kroken;SN58900;03.01.2024 04:00;0;-4,1;4,1;25;27
Stryn - Kroken;SN58900;03.01.2024 05:00;0;-4,2;3,6;25;26
Stryn - Kroken;SN58900;03.01.2024 06:00;0;-3,9;3,8;25;25
Stryn - Kroken;SN58900;03.01.2024 07:00;0;-3,8;3,3;25;25
Stryn - Kroken;SN58900;03.01.2024 08:00;0;-3,6;3,4;25;23
Stryn - Kroken;SN58900;03.01.2024 09:00;0;-3,5;3,5;24;24
Stryn - Kroken;SN58900;03.01.2024 10:00;0;-4,1;3,4;24;26
Stryn - Kroken;SN58900;03.01.2024 11:00;0;-4,1;4,3;24;26
Stryn - Kroken;SN58900;03.01.2024 12:00;0;-4;4,5;23;26
Stryn - Kroken;SN58900;03.01.2024 13:00;0;-3,9;3,7;23;26
Stryn - Kroken;SN58900;03.01.2024 14:00;0;-4,2;2,8;23;27
Stryn - Kroken;SN58900;03.01.2024 15:00;0;-4;2,3;23;27
Stryn - Kroken;SN58900;03.01.2024 16:00;0;-3,8;2,7;23;26
Stryn - Kroken;SN58900;03.01.2024 17:00;0;-4;2,7;22;26
Stryn - Kroken;SN58900;03.01.2024 18:00;0;-4,1;2,7;22;26
Stryn - Kroken;SN58900;03.01.2024 19:00;0;-4,3;2,4;23;26
Stryn - Kroken;SN58900;03.01.2024 20:00;0;-4,4;1,9;22;26
Stryn - Kroken;SN58900;03.01.2024 21:00;0;-5,5;1,1;23;30
Stryn - Kroken;SN58900;03.01.2024 22:00;0;-4,5;2,2;22;26
Stryn - Kroken;SN58900;03.01.2024 23:00;0;-4,6;1,9;22;26
Stryn - Kroken;SN58900;04.01.2024 00:00;0;-5,2;0,8;22;27
Stryn - Kroken;SN58900;04.01.2024 01:00;0;-5,8;0,8;22;29
Stryn - Kroken;SN58900;04.01.2024 02:00;0;-5,5;1,4;22;28
Stryn - Kroken;SN58900;04.01.2024 03:00;0;-7,4;1,2;22;35
Stryn - Kroken;SN58900;04.01.2024 04:00;0;-6,4;0,7;24;28
Stryn - Kroken;SN58900;04.01.2024 05:00;0;-6,6;1;22;30
Stryn - Kroken;SN58900;04.01.2024 06:00;0;-7,9;1,4;23;37
Stryn - Kroken;SN58900;04.01.2024 07:00;0;-8,2;0,9;22;36
Stryn - Kroken;SN58900;04.01.2024 08:00;0;-9,3;1;22;41
Stryn - Kroken;SN58900;04.01.2024 09:00;0;-10;0,5;22;42
Stryn - Kroken;SN58900;04.01.2024 10:00;0;-10,9;0,3;23;48
Stryn - Kroken;SN58900;04.01.2024 11:00;0;-10,5;1;23;49
Stryn - Kroken;SN58900;04.01.2024 12:00;0;-10,7;0,3;23;49
Stryn - Kroken;SN58900;04.01.2024 13:00;0;-10,7;0,2;22;50
Stryn - Kroken;SN58900;04.01.2024 14:00;0;-10,9;0,4;22;50
Stryn - Kroken;SN58900;04.01.2024 15:00;0;-11;1;23;53
Stryn - Kroken;SN58900;04.01.2024 16:00;0;-11,6;1;22;56
Stryn - Kroken;SN58900;04.01.2024 17:00;0;-11,5;1,6;22;53
Stryn - Kroken;SN58900;04.01.2024 18:00;0;-11,5;0,9;22;53
Stryn - Kroken;SN58900;04.01.2024 19:00;0;-11;1,4;23;51
Stryn - Kroken;SN58900;04.01.2024 20:00;0;-10,4;1,1;22;48
Stryn - Kroken;SN58900;04.01.2024 21:00;0;-10,8;0,5;22;49
Stryn - Kroken;SN58900;04.01.2024 22:00;0;-12,2;1,1;23;57
Stryn - Kroken;SN58900;04.01.2024 23:00;0;-12,1;0,9;22;52
Stryn - Kroken;SN58900;05.01.2024 00:00;0;-13,2;1;23;62
Stryn - Kroken;SN58900;05.01.2024 01:00;0;-13,6;0,9;23;64
Stryn - Kroken;SN58900;05.01.2024 02:00;0;-14,1;1;23;69
Stryn - Kroken;SN58900;05.01.2024 03:00;0;-14,3;1,3;23;72
Stryn - Kroken;SN58900;05.01.2024 04:00;0;-14,8;1,4;23;71
Stryn - Kroken;SN58900;05.01.2024 05:00;0;-14,6;1;23;73
Stryn - Kroken;SN58900;05.01.2024 06:00;0;-13,9;0,9;23;66
Stryn - Kroken;SN58900;05.01.2024 07:00;0;-13,8;0,9;23;67
Stryn - Kroken;SN58900;05.01.2024 08:00;0;-14,3;1,1;23;66
Stryn - Kroken;SN58900;05.01.2024 09:00;0;-14,1;1,2;23;67
Stryn - Kroken;SN58900;05.01.2024 10:00;0;-14,4;0,8;23;70
Stryn - Kroken;SN58900;05.01.2024 11:00;0;-14,4;0,8;23;71
Stryn - Kroken;SN58900;05.01.2024 12:00;0;-13,9;1,2;24;70
Stryn - Kroken;SN58900;05.01.2024 13:00;0;-13,8;1;23;72
Stryn - Kroken;SN58900;05.01.2024 14:00;0;-13,9;0,8;23;71
Stryn - Kroken;SN58900;05.01.2024 15:00;0;-13,6;0,9;23;70
Stryn - Kroken;SN58900;05.01.2024 16:00;0;-14;1,3;24;76
Stryn - Kroken;SN58900;05.01.2024 17:00;0;-14,3;1;23;72
Stryn - Kroken;SN58900;05.01.2024 18:00;0;-14,6;1,2;23;78
Stryn - Kroken;SN58900;05.01.2024 19:00;0;-14,6;1;23;77
Stryn - Kroken;SN58900;05.01.2024 20:00;0;-14,4;1,1;23;79
Stryn - Kroken;SN58900;05.01.2024 21:00;0;-14,6;1,2;23;82
Stryn - Kroken;SN58900;05.01.2024 22:00;0;-13,8;1;23;85
Stryn - Kroken;SN58900;05.01.2024 23:00;0;-14,5;0,7;23;86
Stryn - Kroken;SN58900;06.01.2024 00:00;0;-13,8;0,9;23;87
Stryn - Kroken;SN58900;06.01.2024 01:00;0;-12,9;0,6;22;87
Stryn - Kroken;SN58900;06.01.2024 02:00;0;-14,3;0,9;23;86
Stryn - Kroken;SN58900;06.01.2024 03:00;0;-14,8;0,6;23;85
Stryn - Kroken;SN58900;06.01.2024 04:00;0;-14,2;0,8;23;86
Stryn - Kroken;SN58900;06.01.2024 05:00;0;-13,5;0,3;23;87
Stryn - Kroken;SN58900;06.01.2024 06:00;0;-13,3;0,5;23;86
Stryn - Kroken;SN58900;06.01.2024 07:00;0;-13,1;0,4;23;88
Stryn - Kroken;SN58900;06.01.2024 08:00;0;-13,8;0,2;23;86
Stryn - Kroken;SN58900;06.01.2024 09:00;0;-13,4;0,3;23;87
Stryn - Kroken;SN58900;06.01.2024 10:00;0;-13,2;0,6;23;87
Stryn - Kroken;SN58900;06.01.2024 11:00;0;-12,2;0,5;23;87
Stryn - Kroken;SN58900;06.01.2024 12:00;0;-12,5;0,6;23;87
Stryn - Kroken;SN58900;06.01.2024 13:00;0;-10,4;0,8;23;90
Stryn - Kroken;SN58900;06.01.2024 14:00;0;-10,4;0,5;23;89
Stryn - Kroken;SN58900;06.01.2024 15:00;0;-11,4;0,6;23;88
Stryn - Kroken;SN58900;06.01.2024 16:00;0;-11;0,9;23;89
Stryn - Kroken;SN58900;06.01.2024 17:00;0;-11;0,6;22;89
Stryn - Kroken;SN58900;06.01.2024 18:00;0;-12,1;0,8;23;88
Stryn - Kroken;SN58900;06.01.2024 19:00;0;-10,8;0,9;22;89
Stryn - Kroken;SN58900;06.01.2024 20:00;0;-11;0,7;23;89
Stryn - Kroken;SN58900;06.01.2024 21:00;0;-12,6;0,5;23;88
Stryn - Kroken;SN58900;06.01.2024 22:00;0;-12,4;0,7;23;88
Stryn - Kroken;SN58900;06.01.2024 23:00;0;-12,5;0,7;23;87
Stryn - Kroken;SN58900;07.01.2024 00:00;0;-11,7;0,9;22;88
Stryn - Kroken;SN58900;07.01.2024 01:00;0;-12,7;0,9;23;87
Stryn - Kroken;SN58900;07.01.2024 02:00;0;-11,7;1;23;88
Stryn - Kroken;SN58900;07.01.2024 03:00;0;-13,2;0,8;23;86
Stryn - Kroken;SN58900;07.01.2024 04:00;0;-11,2;0,9;23;89
Stryn - Kroken;SN58900;07.01.2024 05:00;0;-11,6;1;23;89
Stryn - Kroken;SN58900;07.01.2024 06:00;0;-13;1;23;88
Stryn - Kroken;SN58900;07.01.2024 07:00;0;-11,9;1,1;22;88
Stryn - Kroken;SN58900;07.01.2024 08:00;0;-11,8;1,2;23;89
Stryn - Kroken;SN58900;07.01.2024 09:00;0;-12,5;0,7;23;88
Stryn - Kroken;SN58900;07.01.2024 10:00;0;-11,6;1,1;23;89
Stryn - Kroken;SN58900;07.01.2024 11:00;0;-10,8;1,2;23;89
Stryn - Kroken;SN58900;07.01.2024 12:00;0;-11,2;0,8;23;88
Stryn - Kroken;SN58900;07.01.2024 13:00;0;-10,2;1,1;23;90
Stryn - Kroken;SN58900;07.01.2024 14:00;0;-10,7;0,9;23;88
Stryn - Kroken;SN58900;07.01.2024 15:00;0;-10,5;0,8;23;89
Stryn - Kroken;SN58900;07.01.2024 16:00;0;-11;0,9;22;87
Stryn - Kroken;SN58900;07.01.2024 17:00;0;-9,6;1,1;23;90
Stryn - Kroken;SN58900;07.01.2024 18:00;0;-10,5;0,9;22;89
Stryn - Kroken;SN58900;07.01.2024 19:00;0;-11,5;1,3;23;88
Stryn - Kroken;SN58900;07.01.2024 20:00;0;-10,3;1;23;89
Stryn - Kroken;SN58900;07.01.2024 21:00;0;-11,4;1;22;88
Stryn - Kroken;SN58900;07.01.2024 22:00;0;-11,4;0,9;22;86
Stryn - Kroken;SN58900;07.01.2024 23:00;0;-9,8;1,2;23;90
Stryn - Kroken;SN58900;08.01.2024 00:00;0;-8,5;0,9;23;90
Stryn - Kroken;SN58900;08.01.2024 01:00;0;-7,1;0,7;22;91
Stryn - Kroken;SN58900;08.01.2024 02:00;0;-7,3;1,4;23;89
Stryn - Kroken;SN58900;08.01.2024 03:00;0;-7,5;0,6;23;90
Stryn - Kroken;SN58900;08.01.2024 04:00;0;-7,3;0,5;23;89
Stryn - Kroken;SN58900;08.01.2024 05:00;0;-6,3;0,9;23;90
Stryn - Kroken;SN58900;08.01.2024 06:00;0;-6,2;0,7;22;90
Stryn - Kroken;SN58900;08.01.2024 07:00;0;-6;0,8;23;87
Stryn - Kroken;SN58900;08.01.2024 08:00;0;-4,9;1;23;74
Stryn - Kroken;SN58900;08.01.2024 09:00;0;-5,2;0,6;22;79
Stryn - Kroken;SN58900;08.01.2024 10:00;0;-5,2;0,5;23;76
Stryn - Kroken;SN58900;08.01.2024 11:00;0;-4,7;0,8;23;72
Stryn - Kroken;SN58900;08.01.2024 12:00;0;-4;0,4;23;66
Stryn - Kroken;SN58900;08.01.2024 13:00;0;-3,5;1,2;22;56
Stryn - Kroken;SN58900;08.01.2024 14:00;0;-3,2;1;22;52
Stryn - Kroken;SN58900;08.01.2024 15:00;0;-2,9;0,8;23;49
Stryn - Kroken;SN58900;08.01.2024 16:00;0;-3,3;1,4;23;65
Stryn - Kroken;SN58900;08.01.2024 17:00;0;-3,2;1,1;23;57
Stryn - Kroken;SN58900;08.01.2024 18:00;0;-2,7;2;23;51
Stryn - Kroken;SN58900;08.01.2024 19:00;0;-3;0,5;23;56
Stryn - Kroken;SN58900;08.01.2024 20:00;0;-2,7;0,5;23;56
Stryn - Kroken;SN58900;08.01.2024 21:00;0;-2,2;0,7;23;52
Stryn - Kroken;SN58900;08.01.2024 22:00;0;-2,1;1,1;23;55
Stryn - Kroken;SN58900;08.01.2024 23:00;0;-2,5;0,5;23;61
Stryn - Kroken;SN58900;09.01.2024 00:00;0;-2,1;0,5;23;56
Stryn - Kroken;SN58900;09.01.2024 01:00;0;-3,4;0,6;22;65
Stryn - Kroken;SN58900;09.01.2024 02:00;0;-3,3;0,4;23;68
Stryn - Kroken;SN58900;09.01.2024 03:00;0;-2,9;0,5;23;71
Stryn - Kroken;SN58900;09.01.2024 04:00;0;-3;0,2;23;71
Stryn - Kroken;SN58900;09.01.2024 05:00;0;-2,6;0,4;23;67
Stryn - Kroken;SN58900;09.01.2024 06:00;0;-2,6;0,5;23;77
Stryn - Kroken;SN58900;09.01.2024 07:00;0;-3,2;0,4;22;79
Stryn - Kroken;SN58900;09.01.2024 08:00;0;-4;0,6;22;81
Stryn - Kroken;SN58900;09.01.2024 09:00;0;-3,1;0,6;22;80
Stryn - Kroken;SN58900;09.01.2024 10:00;0;-3,1;0,9;22;80
Stryn - Kroken;SN58900;09.01.2024 11:00;0;-3,3;0,7;23;81
Stryn - Kroken;SN58900;09.01.2024 12:00;0;-3,1;0,4;22;82
Stryn - Kroken;SN58900;09.01.2024 13:00;0;-2,4;0,1;22;82
Stryn - Kroken;SN58900;09.01.2024 14:00;0;-1,9;0,5;22;78
Stryn - Kroken;SN58900;09.01.2024 15:00;0;-2,3;0,8;22;78
Stryn - Kroken;SN58900;09.01.2024 16:00;0;-3,8;0,7;22;89
Stryn - Kroken;SN58900;09.01.2024 17:00;0;-5,1;0,9;23;93
Stryn - Kroken;SN58900;09.01.2024 18:00;0;-5,5;0,8;22;93
Stryn - Kroken;SN58900;09.01.2024 19:00;0;-5,7;0,9;22;94
Stryn - Kroken;SN58900;09.01.2024 20:00;0;-6,2;0,9;22;93
Stryn - Kroken;SN58900;09.01.2024 21:00;0;-5,7;1;22;94
Stryn - Kroken;SN58900;09.01.2024 22:00;0;-5,6;0,9;22;95
Stryn - Kroken;SN58900;09.01.2024 23:00;0;-5,9;0,6;22;94
Stryn - Kroken;SN58900;10.01.2024 00:00;0;-6,3;0,4;22;93
Stryn - Kroken;SN58900;10.01.2024 01:00;0;-6,3;1,1;22;94
Stryn - Kroken;SN58900;10.01.2024 02:00;0;-6,1;0,9;22;94
Stryn - Kroken;SN58900;10.01.2024 03:00;0;-6,6;1;21;94
Stryn - Kroken;SN58900;10.01.2024 04:00;0;-6,1;1;22;94
Stryn - Kroken;SN58900;10.01.2024 05:00;0;-6,6;0,3;22;91
Stryn - Kroken;SN58900;10.01.2024 06:00;0;-6,8;0,3;22;92
Stryn - Kroken;SN58900;10.01.2024 07:00;0;-7,6;1;21;92
Stryn - Kroken;SN58900;10.01.2024 08:00;0;-6,5;1;22;95
Stryn - Kroken;SN58900;10.01.2024 09:00;0;-6,8;1;23;93
Stryn - Kroken;SN58900;10.01.2024 10:00;0;-7,2;1,1;22;94
Stryn - Kroken;SN58900;10.01.2024 11:00;0;-7;0,9;21;91
Stryn - Kroken;SN58900;10.01.2024 12:00;0;-4,8;1,1;22;94
Stryn - Kroken;SN58900;10.01.2024 13:00;0;-2,9;0,8;22;95
Stryn - Kroken;SN58900;10.01.2024 14:00;0;-2,5;0,8;22;95
Stryn - Kroken;SN58900;10.01.2024 15:00;0;-2,5;0,9;22;95
Stryn - Kroken;SN58900;10.01.2024 16:00;0;-3,2;0,9;22;94
Stryn - Kroken;SN58900;10.01.2024 17:00;0;-3,9;1,1;22;93
Stryn - Kroken;SN58900;10.01.2024 18:00;0;-3,5;0,9;22;94
Stryn - Kroken;SN58900;10.01.2024 19:00;0;-3,9;0,8;22;92
Stryn - Kroken;SN58900;10.01.2024 20:00;0;-3,2;0,8;22;94
Stryn - Kroken;SN58900;10.01.2024 21:00;0;-3,2;0,5;23;93
Stryn - Kroken;SN58900;10.01.2024 22:00;0;-2,9;0,3;22;92
Stryn - Kroken;SN58900;10.01.2024 23:00;0;-2,4;0,4;22;92
Stryn - Kroken;SN58900;11.01.2024 00:00;0;-2,3;0,4;22;92
Stryn - Kroken;SN58900;11.01.2024 01:00;0,1;-2,2;0,4;22;94
Stryn - Kroken;SN58900;11.01.2024 02:00;0,1;-2,2;0,8;22;94
Stryn - Kroken;SN58900;11.01.2024 03:00;0,1;-1,8;0,7;22;95
Stryn - Kroken;SN58900;11.01.2024 04:00;0;-1,6;0,4;22;96
Stryn - Kroken;SN58900;11.01.2024 05:00;0;-2;0,4;22;96
Stryn - Kroken;SN58900;11.01.2024 06:00;0;-1,6;0,5;22;96
Stryn - Kroken;SN58900;11.01.2024 07:00;0;-1,3;0,7;22;96
Stryn - Kroken;SN58900;11.01.2024 08:00;0;-1,4;0,4;21;96
Stryn - Kroken;SN58900;11.01.2024 09:00;0;-0,8;0,1;21;97
Stryn - Kroken;SN58900;11.01.2024 10:00;0,2;-0,8;0;21;97
Stryn - Kroken;SN58900;11.01.2024 11:00;0;-0,6;0,6;22;97
Stryn - Kroken;SN58900;11.01.2024 12:00;0;0;0,2;22;97
Stryn - Kroken;SN58900;11.01.2024 13:00;0;-0,3;0,4;22;97
Stryn - Kroken;SN58900;11.01.2024 14:00;0;0,3;0,2;22;97
Stryn - Kroken;SN58900;11.01.2024 15:00;0;0,6;0,1;22;97
Stryn - Kroken;SN58900;11.01.2024 16:00;0;0,3;0,2;22;97
Stryn - Kroken;SN58900;11.01.2024 17:00;0,2;0,3;0,6;21;97
Stryn - Kroken;SN58900;11.01.2024 18:00;0,2;0,5;0,2;21;97
Stryn - Kroken;SN58900;11.01.2024 19:00;0,1;0,2;0,2;21;97
Stryn - Kroken;SN58900;11.01.2024 20:00;0;0,2;0,6;21;97
Stryn - Kroken;SN58900;11.01.2024 21:00;0,1;0,3;0,3;21;97
Stryn - Kroken;SN58900;11.01.2024 22:00;0,1;0,5;0,6;21;98
Stryn - Kroken;SN58900;11.01.2024 23:00;0;0,7;0,4;22;98
Stryn - Kroken;SN58900;12.01.2024 00:00;0,1;0,3;1;22;98
Stryn - Kroken;SN58900;12.01.2024 01:00;0,1;0,3;0,6;22;98
Stryn - Kroken;SN58900;12.01.2024 02:00;0,1;0,3;0,3;22;98
Stryn - Kroken;SN58900;12.01.2024 03:00;0;0,2;0,4;22;98
Stryn - Kroken;SN58900;12.01.2024 04:00;0;0,2;0,6;22;98
Stryn - Kroken;SN58900;12.01.2024 05:00;0,1;0,5;0,7;22;98
Stryn - Kroken;SN58900;12.01.2024 06:00;0;0,6;0,4;22;98
Stryn - Kroken;SN58900;12.01.2024 07:00;0;0,5;0,7;22;98
Stryn - Kroken;SN58900;12.01.2024 08:00;0;0,7;0,3;22;98
Stryn - Kroken;SN58900;12.01.2024 09:00;0;0,5;0,5;22;98
Stryn - Kroken;SN58900;12.01.2024 10:00;0;0,7;0,3;22;98
Stryn - Kroken;SN58900;12.01.2024 11:00;0;1,1;0,4;22;98
Stryn - Kroken;SN58900;12.01.2024 12:00;0;1,1;0,7;22;98
Stryn - Kroken;SN58900;12.01.2024 13:00;0;1,2;0,7;21;98
Stryn - Kroken;SN58900;12.01.2024 14:00;0;1;1,6;21;98
Stryn - Kroken;SN58900;12.01.2024 15:00;0;0,7;0,8;21;98
Stryn - Kroken;SN58900;12.01.2024 16:00;0;0,5;0,7;21;98
Stryn - Kroken;SN58900;12.01.2024 17:00;0;1;1;21;97
Stryn - Kroken;SN58900;12.01.2024 18:00;0;0,8;1,1;22;96
Stryn - Kroken;SN58900;12.01.2024 19:00;0;1,4;1,3;21;94
Stryn - Kroken;SN58900;12.01.2024 20:00;0;1,4;1,4;21;93
Stryn - Kroken;SN58900;12.01.2024 21:00;0;3,1;1,6;21;79
Stryn - Kroken;SN58900;12.01.2024 22:00;0;4;1,7;21;71
Stryn - Kroken;SN58900;12.01.2024 23:00;0,1;3;1,6;21;84
Stryn - Kroken;SN58900;13.01.2024 00:00;0,4;3,2;1,8;21;82
Stryn - Kroken;SN58900;13.01.2024 01:00;0,3;2;0,9;21;92
Stryn - Kroken;SN58900;13.01.2024 02:00;3,1;1,2;1,8;20;95
Stryn - Kroken;SN58900;13.01.2024 03:00;0,8;0,7;0,8;20;96
Stryn - Kroken;SN58900;13.01.2024 04:00;0;1,2;1,1;20;96
Stryn - Kroken;SN58900;13.01.2024 05:00;1,8;0,1;0,9;17;96
Stryn - Kroken;SN58900;13.01.2024 06:00;2;-0,2;0,3;20;97
Stryn - Kroken;SN58900;13.01.2024 07:00;1,1;0;0,4;23;97
Stryn - Kroken;SN58900;13.01.2024 08:00;0,9;0;0,4;23,5;97
Stryn - Kroken;SN58900;13.01.2024 09:00;0,6;0;0,2;24;97
Stryn - Kroken;SN58900;13.01.2024 10:00;0;-0,1;0,4;25;97
Stryn - Kroken;SN58900;13.01.2024 11:00;0,3;0,1;0,1;23;97
Stryn - Kroken;SN58900;13.01.2024 12:00;0,3;0,3;0,3;20;97
Stryn - Kroken;SN58900;13.01.2024 13:00;0;0,2;0,3;23;97
Stryn - Kroken;SN58900;13.01.2024 14:00;0,4;0,3;0;25;97
Stryn - Kroken;SN58900;13.01.2024 15:00;1,1;0;0,7;27;97
Stryn - Kroken;SN58900;13.01.2024 16:00;0,4;0;0,4;27;97
Stryn - Kroken;SN58900;13.01.2024 17:00;0,2;-0,2;0,3;27;97
Stryn - Kroken;SN58900;13.01.2024 18:00;0;-0,1;0,5;27;98
Stryn - Kroken;SN58900;13.01.2024 19:00;0,1;-0,3;0,4;27;98
Stryn - Kroken;SN58900;13.01.2024 20:00;0;-0,1;0,5;28;98
Stryn - Kroken;SN58900;13.01.2024 21:00;0;-0,2;0,3;28;98
Stryn - Kroken;SN58900;13.01.2024 22:00;0,1;-0,1;0,3;28;98
Stryn - Kroken;SN58900;13.01.2024 23:00;0,3;0;0,8;28;97
Stryn - Kroken;SN58900;14.01.2024 00:00;2,1;-0,1;0,8;27;97
Stryn - Kroken;SN58900;14.01.2024 01:00;1,3;-0,2;0,3;28;97
Stryn - Kroken;SN58900;14.01.2024 02:00;0,6;-0,2;0,3;31;98
Stryn - Kroken;SN58900;14.01.2024 03:00;0,4;-0,2;0,1;31;98
Stryn - Kroken;SN58900;14.01.2024 04:00;0,1;-0,3;0,6;31;98
Stryn - Kroken;SN58900;14.01.2024 05:00;0,8;0;0,5;31,7;98
Stryn - Kroken;SN58900;14.01.2024 06:00;1;0;0,3;32,3;98
Stryn - Kroken;SN58900;14.01.2024 07:00;1,2;-0,1;0,6;33;98
Stryn - Kroken;SN58900;14.01.2024 08:00;0,3;-0,3;0,5;33,7;98
Stryn - Kroken;SN58900;14.01.2024 09:00;0,3;-0,5;0,6;34,3;98
Stryn - Kroken;SN58900;14.01.2024 10:00;0,4;-1,1;1;35;97
Stryn - Kroken;SN58900;14.01.2024 11:00;0;-2,2;0,5;35,7;97
Stryn - Kroken;SN58900;14.01.2024 12:00;0;-3,6;0,8;36,3;95
Stryn - Kroken;SN58900;14.01.2024 13:00;0;-4,3;0,6;37;94
Stryn - Kroken;SN58900;14.01.2024 14:00;0;-4,7;0,5;37;93
Stryn - Kroken;SN58900;14.01.2024 15:00;0;-4,8;1,1;38;94
Stryn - Kroken;SN58900;14.01.2024 16:00;0;-5,8;0,3;37;91
Stryn - Kroken;SN58900;14.01.2024 17:00;0;-6;0,9;37;93
Stryn - Kroken;SN58900;14.01.2024 18:00;0;-5,2;1,3;36;95
Stryn - Kroken;SN58900;14.01.2024 19:00;0;-4,6;1;36;95
Stryn - Kroken;SN58900;14.01.2024 20:00;0;-5,8;0,7;36;93
Stryn - Kroken;SN58900;14.01.2024 21:00;0;-7,3;0,3;36;91
Stryn - Kroken;SN58900;14.01.2024 22:00;0;-7,1;0,7;36;93
Stryn - Kroken;SN58900;14.01.2024 23:00;0;-6,2;0,7;36;93
Stryn - Kroken;SN58900;15.01.2024 00:00;0,4;-5,3;0,4;36;94
Stryn - Kroken;SN58900;15.01.2024 01:00;0,6;-4,9;0,1;35;95
Stryn - Kroken;SN58900;15.01.2024 02:00;0,2;-5,5;0,7;34;93
Stryn - Kroken;SN58900;15.01.2024 03:00;0;-6,9;0,5;34;93
Stryn - Kroken;SN58900;15.01.2024 04:00;0;-7,2;1;34;92
Stryn - Kroken;SN58900;15.01.2024 05:00;0;-7,3;0,6;34;92
Stryn - Kroken;SN58900;15.01.2024 06:00;0;-7,4;0,6;34;90
Stryn - Kroken;SN58900;15.01.2024 07:00;0;-7,3;0,8;34;93
