Navn;Stasjon;Tid (t);Nedbør (mm);Lufttemperatur (C);Middelvind (m/s);Relativ luftfuktighet (g/m³)
Oslo - Blindern;SN18700;27.07.2024 01:00;;16.5;1.9;100
Oslo - Blindern;SN18700;27.07.2024 02:00;;16.3;1.9;100
Oslo - Blindern;SN18700;27.07.2024 03:00;;16.1;2.1;100
Oslo - Blindern;SN18700;27.07.2024 04:00;;15.9;1.9;99
Oslo - Blindern;SN18700;27.07.2024 05:00;;15.9;1.7;96
Oslo - Blindern;SN18700;27.07.2024 06:00;;16.3;1.4;92
Oslo - Blindern;SN18700;27.07.2024 07:00;;16.3;2.1;93
Oslo - Blindern;SN18700;27.07.2024 08:00;;17.3;1.8;87
Oslo - Blindern;SN18700;27.07.2024 09:00;;17.5;2.8;85
Oslo - Blindern;SN18700;27.07.2024 10:00;;16.8;2.5;81
Oslo - Blindern;SN18700;27.07.2024 11:00;;16.6;1.8;93
Oslo - Blindern;SN18700;27.07.2024 12:00;;19.3;2.3;73
Oslo - Blindern;SN18700;27.07.2024 13:00;;19.9;2.0;60
Oslo - Blindern;SN18700;27.07.2024 14:00;;20.6;2.9;69
Oslo - Blindern;SN18700;27.07.2024 15:00;;19.2;3.2;76
Oslo - Blindern;SN18700;27.07.2024 16:00;;19.9;3.6;74
Oslo - Blindern;SN18700;27.07.2024 17:00;;20.2;3.7;65
Oslo - Blindern;SN18700;27.07.2024 18:00;;20.0;1.4;68
Oslo - Blindern;SN18700;27.07.2024 19:00;;18.9;1.5;70
Oslo - Blindern;SN18700;27.07.2024 20:00;;18.2;1.6;75
Oslo - Blindern;SN18700;27.07.2024 21:00;;16.0;2.4;80
Oslo - Blindern;SN18700;27.07.2024 22:00;;14.7;1.5;94
Oslo - Blindern;SN18700;27.07.2024 23:00;;14.1;1.4;99
Oslo - Blindern;SN18700;28.07.2024 00:00;;14.3;1.7;92
Oslo - Blindern;SN18700;28.07.2024 01:00;;13.6;1.6;93
Oslo - Blindern;SN18700;28.07.2024 02:00;;14.3;0.9;98
Oslo - Blindern;SN18700;28.07.2024 03:00;;14.1;1.0;99
Oslo - Blindern;SN18700;28.07.2024 04:00;;14.3;0.7;99
Oslo - Blindern;SN18700;28.07.2024 05:00;;14.7;1.3;96
Oslo - Blindern;SN18700;28.07.2024 06:00;;15.5;1.7;83
Oslo - Blindern;SN18700;28.07.2024 07:00;;17.5;1.7;73
Oslo - Blindern;SN18700;28.07.2024 08:00;;18.3;3.8;64
Oslo - Blindern;SN18700;28.07.2024 09:00;;19.3;3.0;59
Oslo - Blindern;SN18700;28.07.2024 10:00;;19.6;2.9;57
Oslo - Blindern;SN18700;28.07.2024 11:00;;20.6;3.0;55
Oslo - Blindern;SN18700;28.07.2024 12:00;;20.5;2.2;51
Oslo - Blindern;SN18700;28.07.2024 13:00;;20.5;2.0;50
Oslo - Blindern;SN18700;28.07.2024 14:00;;21.1;2.0;53
Oslo - Blindern;SN18700;28.07.2024 15:00;;22.6;1.9;41
Oslo - Blindern;SN18700;28.07.2024 16:00;;20.8;4.0;44
Oslo - Blindern;SN18700;28.07.2024 17:00;;21.6;2.6;47
Oslo - Blindern;SN18700;28.07.2024 18:00;;22.3;2.5;47
Oslo - Blindern;SN18700;28.07.2024 19:00;;21.0;2.4;48
Oslo - Blindern;SN18700;28.07.2024 20:00;;18.9;2.0;56
Oslo - Blindern;SN18700;28.07.2024 21:00;;17.7;3.3;61
Oslo - Blindern;SN18700;28.07.2024 22:00;;17.3;3.1;61
Oslo - Blindern;SN18700;28.07.2024 23:00;;16.6;4.1;64
Oslo - Blindern;SN18700;29.07.2024 00:00;;15.4;1.7;70
Oslo - Blindern;SN18700;29.07.2024 01:00;;14.7;3.0;73
Oslo - Blindern;SN18700;29.07.2024 02:00;;13.9;2.1;74
Oslo - Blindern;SN18700;29.07.2024 03:00;;13.3;1.8;77
Oslo - Blindern;SN18700;29.07.2024 04:00;;13.8;0.8;79
Oslo - Blindern;SN18700;29.07.2024 05:00;;14.5;1.7;80
Oslo - Blindern;SN18700;29.07.2024 06:00;;16.8;0.7;65
Oslo - Blindern;SN18700;29.07.2024 07:00;;18.5;0.9;58
Oslo - Blindern;SN18700;29.07.2024 08:00;;18.4;1.5;56
Oslo - Blindern;SN18700;29.07.2024 09:00;;19.1;2.0;58
Oslo - Blindern;SN18700;29.07.2024 10:00;;19.8;2.5;55
Oslo - Blindern;SN18700;29.07.2024 11:00;;19.3;2.9;55
Oslo - Blindern;SN18700;29.07.2024 12:00;;20.5;3.2;54
Oslo - Blindern;SN18700;29.07.2024 13:00;;21.2;3.4;50
Oslo - Blindern;SN18700;29.07.2024 14:00;;20.8;2.8;56
Oslo - Blindern;SN18700;29.07.2024 15:00;;20.9;3.0;56
Oslo - Blindern;SN18700;29.07.2024 16:00;;20.1;2.8;60
Oslo - Blindern;SN18700;29.07.2024 17:00;;19.7;2.8;59
Oslo - Blindern;SN18700;29.07.2024 18:00;;19.4;1.7;61
Oslo - Blindern;SN18700;29.07.2024 19:00;;19.0;1.5;65
Oslo - Blindern;SN18700;29.07.2024 20:00;;17.8;2.0;68
Oslo - Blindern;SN18700;29.07.2024 21:00;;15.6;0.5;81
Oslo - Blindern;SN18700;29.07.2024 22:00;;14.0;2.7;87
Oslo - Blindern;SN18700;29.07.2024 23:00;;13.2;1.5;91
Oslo - Blindern;SN18700;30.07.2024 00:00;;12.5;1.6;93
Oslo - Blindern;SN18700;30.07.2024 01:00;;12.2;1.8;95
Oslo - Blindern;SN18700;30.07.2024 02:00;;12.3;2.3;96
Oslo - Blindern;SN18700;30.07.2024 03:00;;13.4;1.4;94
Oslo - Blindern;SN18700;30.07.2024 04:00;;13.9;0.9;94
Oslo - Blindern;SN18700;30.07.2024 05:00;;14.2;0.2;96
Oslo - Blindern;SN18700;30.07.2024 06:00;;15.0;0.5;92
Oslo - Blindern;SN18700;30.07.2024 07:00;;15.6;0.9;85
Oslo - Blindern;SN18700;30.07.2024 08:00;;17.3;1.8;74
Oslo - Blindern;SN18700;30.07.2024 09:00;;17.3;2.2;77
Oslo - Blindern;SN18700;30.07.2024 10:00;;18.8;1.8;70
Oslo - Blindern;SN18700;30.07.2024 11:00;;20.5;2.1;60
Oslo - Blindern;SN18700;30.07.2024 12:00;;20.8;3.4;62
Oslo - Blindern;SN18700;30.07.2024 13:00;;22.2;4.1;52
Oslo - Blindern;SN18700;30.07.2024 14:00;;22.2;4.4;54
Oslo - Blindern;SN18700;30.07.2024 15:00;;21.9;2.6;61
Oslo - Blindern;SN18700;30.07.2024 16:00;;21.5;3.1;65
Oslo - Blindern;SN18700;30.07.2024 17:00;;21.1;2.9;66
Oslo - Blindern;SN18700;30.07.2024 18:00;;21.2;3.8;65
Oslo - Blindern;SN18700;30.07.2024 19:00;;20.8;3.2;59
Oslo - Blindern;SN18700;30.07.2024 20:00;;19.6;1.3;66
Oslo - Blindern;SN18700;30.07.2024 21:00;;18.8;2.2;73
Oslo - Blindern;SN18700;30.07.2024 22:00;;17.8;1.7;77
Oslo - Blindern;SN18700;30.07.2024 23:00;;16.5;0.9;83
Oslo - Blindern;SN18700;31.07.2024 00:00;;15.9;0.6;90
Oslo - Blindern;SN18700;31.07.2024 01:00;;16.4;1.7;82
Oslo - Blindern;SN18700;31.07.2024 02:00;;15.7;1.9;65
Oslo - Blindern;SN18700;31.07.2024 03:00;;14.8;1.3;66
Oslo - Blindern;SN18700;31.07.2024 04:00;;15.3;6.2;55
Oslo - Blindern;SN18700;31.07.2024 05:00;;15.2;1.9;58
Oslo - Blindern;SN18700;31.07.2024 06:00;;16.1;3.4;55
Oslo - Blindern;SN18700;31.07.2024 07:00;;17.6;5.2;44
Oslo - Blindern;SN18700;31.07.2024 08:00;;18.6;4.2;42
Oslo - Blindern;SN18700;31.07.2024 09:00;;19.1;3.7;42
Oslo - Blindern;SN18700;31.07.2024 10:00;;19.9;3.2;42
Oslo - Blindern;SN18700;31.07.2024 11:00;;20.1;3.2;40
Oslo - Blindern;SN18700;31.07.2024 12:00;;20.8;3.6;34
Oslo - Blindern;SN18700;31.07.2024 13:00;;21.4;4.0;37
Oslo - Blindern;SN18700;31.07.2024 14:00;;21.9;3.1;36
Oslo - Blindern;SN18700;31.07.2024 15:00;;22.3;2.9;31
Oslo - Blindern;SN18700;31.07.2024 16:00;;22.3;3.5;34
Oslo - Blindern;SN18700;31.07.2024 17:00;;22.6;2.8;34
Oslo - Blindern;SN18700;31.07.2024 18:00;;22.4;2.5;37
Oslo - Blindern;SN18700;31.07.2024 19:00;;21.1;2.2;47
Oslo - Blindern;SN18700;31.07.2024 20:00;;18.9;1.6;62
Oslo - Blindern;SN18700;31.07.2024 21:00;;15.7;2.1;69
Oslo - Blindern;SN18700;31.07.2024 22:00;;14.2;1.4;80
Oslo - Blindern;SN18700;31.07.2024 23:00;;13.6;2.9;82
Oslo - Blindern;SN18700;01.08.2024 00:00;;13.9;3.3;78
Oslo - Blindern;SN18700;01.08.2024 01:00;;14.4;2.8;67
Oslo - Blindern;SN18700;01.08.2024 02:00;;15.5;5.3;59
Oslo - Blindern;SN18700;01.08.2024 03:00;;14.9;3.4;60
Oslo - Blindern;SN18700;01.08.2024 04:00;;14.2;4.4;63
Oslo - Blindern;SN18700;01.08.2024 05:00;;14.5;3.3;62
Oslo - Blindern;SN18700;01.08.2024 06:00;;15.0;2.5;59
Oslo - Blindern;SN18700;01.08.2024 07:00;;16.2;2.6;53
Oslo - Blindern;SN18700;01.08.2024 08:00;;16.7;3.4;47
Oslo - Blindern;SN18700;01.08.2024 09:00;;18.0;2.7;47
Oslo - Blindern;SN18700;01.08.2024 10:00;;18.8;2.7;47
Oslo - Blindern;SN18700;01.08.2024 11:00;;19.6;2.0;41
Oslo - Blindern;SN18700;01.08.2024 12:00;;20.3;1.2;46
Oslo - Blindern;SN18700;01.08.2024 13:00;;20.5;2.7;45
Oslo - Blindern;SN18700;01.08.2024 14:00;;20.9;1.7;44
Oslo - Blindern;SN18700;01.08.2024 15:00;;21.6;1.3;38
Oslo - Blindern;SN18700;01.08.2024 16:00;;21.5;2.6;44
Oslo - Blindern;SN18700;01.08.2024 17:00;;21.5;1.7;45
Oslo - Blindern;SN18700;01.08.2024 18:00;;20.9;1.3;48
Oslo - Blindern;SN18700;01.08.2024 19:00;;19.8;1.5;59
Oslo - Blindern;SN18700;01.08.2024 20:00;;17.7;0.6;69
Oslo - Blindern;SN18700;01.08.2024 21:00;;15.9;1.2;78
Oslo - Blindern;SN18700;01.08.2024 22:00;;15.1;1.7;81
Oslo - Blindern;SN18700;01.08.2024 23:00;;15.1;1.6;84
Oslo - Blindern;SN18700;02.08.2024 00:00;;14.9;2.7;84
Oslo - Blindern;SN18700;02.08.2024 01:00;;15.3;3.9;80
Oslo - Blindern;SN18700;02.08.2024 02:00;;15.5;4.4;69
Oslo - Blindern;SN18700;02.08.2024 03:00;;15.0;4.9;64
Oslo - Blindern;SN18700;02.08.2024 04:00;;14.8;4.6;63
Oslo - Blindern;SN18700;02.08.2024 05:00;;15.5;3.7;60
Oslo - Blindern;SN18700;02.08.2024 06:00;;16.4;3.4;56
Oslo - Blindern;SN18700;02.08.2024 07:00;;17.4;2.6;51
Oslo - Blindern;SN18700;02.08.2024 08:00;;18.3;1.9;48
Oslo - Blindern;SN18700;02.08.2024 09:00;;19.3;2.4;45
Oslo - Blindern;SN18700;02.08.2024 10:00;;20.1;1.5;46
Oslo - Blindern;SN18700;02.08.2024 11:00;;21.0;1.8;48
Oslo - Blindern;SN18700;02.08.2024 12:00;;21.2;1.8;42
Oslo - Blindern;SN18700;02.08.2024 13:00;;21.8;2.9;46
Oslo - Blindern;SN18700;02.08.2024 14:00;;22.1;2.6;48
Oslo - Blindern;SN18700;02.08.2024 15:00;;22.7;2.8;48
Oslo - Blindern;SN18700;02.08.2024 16:00;;23.0;2.5;48
Oslo - Blindern;SN18700;02.08.2024 17:00;;22.4;3.1;52
Oslo - Blindern;SN18700;02.08.2024 18:00;;21.9;3.1;57
Oslo - Blindern;SN18700;02.08.2024 19:00;;21.0;2.9;62
Oslo - Blindern;SN18700;02.08.2024 20:00;;19.8;2.0;64
Oslo - Blindern;SN18700;02.08.2024 21:00;;18.9;0.7;67
Oslo - Blindern;SN18700;02.08.2024 22:00;;17.0;1.0;79
Oslo - Blindern;SN18700;02.08.2024 23:00;;15.3;1.2;85
Oslo - Blindern;SN18700;03.08.2024 00:00;;14.7;2.6;87
Oslo - Blindern;SN18700;03.08.2024 01:00;;14.2;2.8;90
Oslo - Blindern;SN18700;03.08.2024 02:00;;13.6;1.9;92
Oslo - Blindern;SN18700;03.08.2024 03:00;;13.4;2.4;92
Oslo - Blindern;SN18700;03.08.2024 04:00;;13.8;3.1;91
Oslo - Blindern;SN18700;03.08.2024 05:00;;15.8;1.3;85
Oslo - Blindern;SN18700;03.08.2024 06:00;;16.8;1.0;79
Oslo - Blindern;SN18700;03.08.2024 07:00;;17.2;1.3;78
Oslo - Blindern;SN18700;03.08.2024 08:00;;18.8;1.5;72
Oslo - Blindern;SN18700;03.08.2024 09:00;;19.3;2.1;61
Oslo - Blindern;SN18700;03.08.2024 10:00;;19.4;2.6;69
Oslo - Blindern;SN18700;03.08.2024 11:00;;20.3;1.5;63
Oslo - Blindern;SN18700;03.08.2024 12:00;;21.6;2.2;52
Oslo - Blindern;SN18700;03.08.2024 13:00;;22.2;2.1;55
Oslo - Blindern;SN18700;03.08.2024 14:00;;21.7;3.3;57
Oslo - Blindern;SN18700;03.08.2024 15:00;;21.0;2.8;64
Oslo - Blindern;SN18700;03.08.2024 16:00;;20.3;3.8;64
Oslo - Blindern;SN18700;03.08.2024 17:00;;19.3;3.7;73
Oslo - Blindern;SN18700;03.08.2024 18:00;;18.9;2.6;75
Oslo - Blindern;SN18700;03.08.2024 19:00;;18.3;3.2;77
Oslo - Blindern;SN18700;03.08.2024 20:00;;17.8;2.3;83
Oslo - Blindern;SN18700;03.08.2024 21:00;;17.8;1.9;86
Oslo - Blindern;SN18700;03.08.2024 22:00;;17.6;1.5;88
Oslo - Blindern;SN18700;03.08.2024 23:00;;17.6;2.0;90
Oslo - Blindern;SN18700;04.08.2024 00:00;;17.5;1.3;91
Oslo - Blindern;SN18700;04.08.2024 01:00;;17.1;2.5;91
Oslo - Blindern;SN18700;04.08.2024 02:00;;16.6;1.0;95
Oslo - Blindern;SN18700;04.08.2024 03:00;;16.4;0.8;98
Oslo - Blindern;SN18700;04.08.2024 04:00;;16.4;1.4;99
Oslo - Blindern;SN18700;04.08.2024 05:00;;16.3;1.2;100
Oslo - Blindern;SN18700;04.08.2024 06:00;;15.9;2.9;100
Oslo - Blindern;SN18700;04.08.2024 07:00;;15.8;0.7;100
Oslo - Blindern;SN18700;04.08.2024 08:00;;17.0;2.3;97
Oslo - Blindern;SN18700;04.08.2024 09:00;;16.6;1.9;97
Oslo - Blindern;SN18700;04.08.2024 10:00;;16.9;2.4;96
Oslo - Blindern;SN18700;04.08.2024 11:00;;17.5;1.9;91
Oslo - Blindern;SN18700;04.08.2024 12:00;;17.7;1.9;92
Oslo - Blindern;SN18700;04.08.2024 13:00;;19.4;0.9;83
Oslo - Blindern;SN18700;04.08.2024 14:00;;21.3;2.0;71
Oslo - Blindern;SN18700;04.08.2024 15:00;;19.2;2.1;84
Oslo - Blindern;SN18700;04.08.2024 16:00;;19.5;1.1;89
Oslo - Blindern;SN18700;04.08.2024 17:00;;21.2;0.4;75
Oslo - Blindern;SN18700;04.08.2024 18:00;;19.7;1.8;84
Oslo - Blindern;SN18700;04.08.2024 19:00;;18.9;0.8;94
Oslo - Blindern;SN18700;04.08.2024 20:00;;17.3;0.8;98
Oslo - Blindern;SN18700;04.08.2024 21:00;;16.5;0.9;99
Oslo - Blindern;SN18700;04.08.2024 22:00;;15.7;1.9;100
Oslo - Blindern;SN18700;04.08.2024 23:00;;15.7;1.1;99
Oslo - Blindern;SN18700;05.08.2024 00:00;;15.3;1.6;99
Oslo - Blindern;SN18700;05.08.2024 01:00;;14.8;2.7;99
Oslo - Blindern;SN18700;05.08.2024 02:00;;14.5;1.3;99
Oslo - Blindern;SN18700;05.08.2024 03:00;;14.1;1.5;100
Oslo - Blindern;SN18700;05.08.2024 04:00;;14.1;1.6;100
Oslo - Blindern;SN18700;05.08.2024 05:00;;15.8;0.9;100
Oslo - Blindern;SN18700;05.08.2024 06:00;;17.0;1.0;90
Oslo - Blindern;SN18700;05.08.2024 07:00;;19.1;0.9;83
Oslo - Blindern;SN18700;05.08.2024 08:00;;20.7;0.6;76
Oslo - Blindern;SN18700;05.08.2024 09:00;;21.1;1.1;69
Oslo - Blindern;SN18700;05.08.2024 10:00;;21.8;2.5;70
Oslo - Blindern;SN18700;05.08.2024 11:00;;22.6;2.4;65
Oslo - Blindern;SN18700;05.08.2024 12:00;;22.7;2.3;60
Oslo - Blindern;SN18700;05.08.2024 13:00;;23.2;3.1;60
Oslo - Blindern;SN18700;05.08.2024 14:00;;23.4;3.2;57
Oslo - Blindern;SN18700;05.08.2024 15:00;;23.6;3.4;53
Oslo - Blindern;SN18700;05.08.2024 16:00;;23.2;3.5;56
Oslo - Blindern;SN18700;05.08.2024 17:00;;22.8;3.4;60
Oslo - Blindern;SN18700;05.08.2024 18:00;;21.6;3.1;67
Oslo - Blindern;SN18700;05.08.2024 19:00;;20.2;3.1;70
Oslo - Blindern;SN18700;05.08.2024 20:00;;18.9;2.7;77
Oslo - Blindern;SN18700;05.08.2024 21:00;;18.0;1.8;80
Oslo - Blindern;SN18700;05.08.2024 22:00;;17.2;0.9;93
Oslo - Blindern;SN18700;05.08.2024 23:00;;16.6;0.7;96
Oslo - Blindern;SN18700;06.08.2024 00:00;;16.8;1.0;94
Oslo - Blindern;SN18700;06.08.2024 01:00;;17.0;1.4;97
Oslo - Blindern;SN18700;06.08.2024 02:00;;16.8;1.9;98
Oslo - Blindern;SN18700;06.08.2024 03:00;;16.6;2.4;99
Oslo - Blindern;SN18700;06.08.2024 04:00;;16.7;1.1;98
Oslo - Blindern;SN18700;06.08.2024 05:00;;16.7;2.0;91
Oslo - Blindern;SN18700;06.08.2024 06:00;;17.6;2.1;85
Oslo - Blindern;SN18700;06.08.2024 07:00;;17.5;2.1;87
Oslo - Blindern;SN18700;06.08.2024 08:00;;19.0;2.6;71
Oslo - Blindern;SN18700;06.08.2024 09:00;;20.4;3.8;58
Oslo - Blindern;SN18700;06.08.2024 10:00;;21.0;3.5;58
Oslo - Blindern;SN18700;06.08.2024 11:00;;21.6;3.7;54
Oslo - Blindern;SN18700;06.08.2024 12:00;;21.4;4.7;57
Oslo - Blindern;SN18700;06.08.2024 13:00;;22.1;4.1;57
Oslo - Blindern;SN18700;06.08.2024 14:00;;22.3;3.5;59
Oslo - Blindern;SN18700;06.08.2024 15:00;;22.0;3.8;57
Oslo - Blindern;SN18700;06.08.2024 16:00;;21.7;3.1;56
Oslo - Blindern;SN18700;06.08.2024 17:00;;20.8;4.0;65
Oslo - Blindern;SN18700;06.08.2024 18:00;;20.0;3.5;69
Oslo - Blindern;SN18700;06.08.2024 19:00;;19.0;3.5;75
Oslo - Blindern;SN18700;06.08.2024 20:00;;18.1;2.1;82
Oslo - Blindern;SN18700;06.08.2024 21:00;;17.7;1.4;86
Oslo - Blindern;SN18700;06.08.2024 22:00;;17.3;0.3;88
Oslo - Blindern;SN18700;06.08.2024 23:00;;16.9;1.2;87
Oslo - Blindern;SN18700;07.08.2024 00:00;;16.8;1.6;87
Oslo - Blindern;SN18700;07.08.2024 01:00;;16.8;0.6;89
Oslo - Blindern;SN18700;07.08.2024 02:00;;16.5;1.6;92
Oslo - Blindern;SN18700;07.08.2024 03:00;;16.1;2.0;94
Oslo - Blindern;SN18700;07.08.2024 04:00;;16.2;2.5;94
Oslo - Blindern;SN18700;07.08.2024 05:00;;16.6;2.1;91
Oslo - Blindern;SN18700;07.08.2024 06:00;;17.3;1.9;84
Oslo - Blindern;SN18700;07.08.2024 07:00;;17.8;2.2;77
Oslo - Blindern;SN18700;07.08.2024 08:00;;18.9;1.5;73
